slug,soc_code,title,matched_label,match_score,review_required,top2_label,top2_score,top3_label,top3_score,llm_soc_code,llm_confidence,llm_reason,llm_model,llm_review_required,llm_candidates,api_soc_code,api_soc_title,api_match_method,api_score
planning-and-development-surveyor,2454,Planning and development surveyor,Chartered surveyors,83.3,no,Chartered surveyors,71.4,Research and development (R&D) managers,62.9,,,,,,,2454,Chartered surveyors,manual_review_y,100.0
plasterer,5321,Plasterer,Plasterers,100.0,no,Upholsterers,87.5,Plastics process operatives,71.4,,,,,,,5321,Plasterers,add_titles_exact,100.0
plastic-surgeon,2212,Plastic surgeon,Specialist medical practitioners,100.0,no,Plasterers,71.4,Police officers (sergeant and below),69.0,,,,,,,2212,Specialist medical practitioners,fuzzy,100.0
play-therapist,2229,Play therapist,Therapy professionals n.e.c.,92.3,no,Psychotherapists and cognitive behaviour therapists,83.3,Speech and language therapists,83.3,,,,,,,2229,Therapy professionals n.e.c.,fuzzy,92.3
playworker,6117,Playworker,Playworkers,100.0,no,Brokers,80.0,Groundworkers,75.0,,,,,,,6117,Playworkers,add_titles_exact,100.0
plumber,5315,Plumber,Plumbers and heating and ventilating installers and repairers,100.0,no,Brokers,66.7,Sports players,61.5,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,add_titles_exact,100.0
podiatrist,2256,Podiatrist,Podiatrists,100.0,no,Artists,83.3,Florists,72.7,,,,,,,2256,Podiatrists,add_titles_exact,100.0
podiatry-assistant,2256,Podiatry assistant,Podiatrists,87.5,no,Laboratory technicians,66.7,Primary education teaching professionals,66.7,,,,,,,2256,Podiatrists,manual_review_override,100.0
police-community-support-officer,6311,Police community support officer,Police community support officers,100.0,no,IT managers,100.0,Senior police officers,100.0,,,,,,,6311,Police community support officers,add_titles_exact,100.0
police-officer,3312,Police officer,Police officers (sergeant and below),100.0,no,Police officers (sergeant and below),100.0,Senior police officers,100.0,,,,,,,3312,Police officers (sergeant and below),add_titles_exact,100.0
port-operative,8234,Port operative,Rail transport operatives,100.0,no,Other drivers and transport operatives n.e.c.,100.0,Rail transport operatives,100.0,,,,,,,8234,Rail transport operatives,fuzzy,100.0
portage-home-visitor,2232,Portage home visitor,Registered community nurses,78.3,no,Elementary storage supervisors,66.7,Exam invigilators,64.0,,,,,,,2232,Registered community nurses,manual_review_y,100.0
post-office-customer-service-assistant,7219,Post Office customer service assistant,Customer service occupations n.e.c.,100.0,no,Office managers,100.0,Bank and post office clerks,81.1,,,,,,,7219,Customer service occupations n.e.c.,fuzzy,100.0
postperson,7123,Postperson,Roundspersons and van salespersons,82.4,no,Telephone salespersons,82.4,Personal assistants and other secretaries,75.0,,,,,,,,,manual_review_override,100.0
practice-nurse,2232,Practice nurse,Registered community nurses,100.0,no,Health care practice managers,72.7,Pharmaceutical technicians,66.7,,,,,,,2232,Registered community nurses,add_titles_exact,100.0
primary-school-teacher,2314,Primary school teacher,Primary education teaching professionals,100.0,no,Chefs,75.0,Butchers,72.7,,,,,,,2314,Primary education teaching professionals,add_titles_exact,100.0
print-operator,8135,Print operator,Printing machine assistants,100.0,no,Communication operators,84.6,Retail cashiers and check-out operators,83.3,,,,,,,8135,Printing machine assistants,add_titles_exact,100.0
prison-governor,1163,Prison governor,"Senior officers in fire, ambulance, prison and related services",100.0,no,Prison service officers (below principal officer),69.2,Communication operators,66.7,,,,,,,1163,"Senior officers in fire, ambulance, prison and related services",add_titles_exact,100.0
prison-instructor,8215,Prison instructor,Driving instructors,88.0,no,Fitness and wellbeing instructors,83.9,Precision instrument makers and repairers,78.8,,,,,,,8215,Driving instructors,api_ranked_manual_pass,88.0
prison-officer,3314,Prison officer,Prison service officers (below principal officer),100.0,no,"Senior officers in fire, ambulance, prison and related services",100.0,Roundspersons and van salespersons,83.3,,,,,,,3314,Prison service officers (below principal officer),add_titles_exact,100.0
private-practice-accountant,2421,Private practice accountant,Chartered and certified accountants,78.8,no,Chartered and certified accountants,70.6,IT operations technicians,66.7,,,,,,,2421,Chartered and certified accountants,manual_review_y,100.0
probation-officer,2462,Probation officer,Probation officers,100.0,no,IT operations technicians,82.4,Other elementary services occupations n.e.c.,80.0,,,,,,,2462,Probation officers,add_titles_exact,100.0
probation-services-officer,3229,Probation services officer,Welfare and housing associate professionals n.e.c.,100.0,no,IT operations technicians,82.4,Other elementary services occupations n.e.c.,80.0,,,,,,,3229,Welfare and housing associate professionals n.e.c.,add_titles_exact,100.0
product-designer,3429,Product designer,Design occupations n.e.c.,88.0,no,"Clothing, fashion and accessories designers",72.0,Graphic and multimedia designers,72.0,,,,,,,3429,Design occupations n.e.c.,api_ranked_manual_pass,88.0
production-manager-manufacturing,1121,Production manager (manufacturing),Production managers and directors in manufacturing,100.0,no,"Production, factory and assembly supervisors",78.0,Production managers and directors in mining and energy,78.0,,,,,,,1121,Production managers and directors in manufacturing,fuzzy,100.0
production-worker-manufacturing,1121,Production worker (manufacturing),Production managers and directors in manufacturing,87.3,no,"Production, factory and assembly supervisors",78.0,Production managers and directors in mining and energy,78.0,,,,,,,1121,Production managers and directors in manufacturing,manual_review_y,100.0
professional-forester,5112,Professional forester,Horticultural trades,76.5,no,Professional/Chartered company secretaries,82.9,Legal associate professionals,80.0,,,,,,,2464,Youth work professionals,manual_review_override,100.0
proofreader,2492,Proofreader,Newspaper and periodical broadcast journalists and reporters,70.6,no,Process operatives n.e.c.,66.7,Caretakers,66.7,,,,,,,,,manual_review_override,100.0
prop-maker,5212,Prop maker,"Metal plate workers, smiths, moulders and related occupations",82.4,no,Furniture makers and other craft woodworkers,70.0,"Tool makers, tool fitters and markers-out",70.0,,,,,,,5212,"Metal plate workers, smiths, moulders and related occupations",manual_review_override,100.0
prosthetist-and-orthotist,2233,Prosthetist and orthotist,Registered specialist nurses,80.0,no,Artists,80.0,Optometrists,70.0,,,,,,,,,manual_review_override,100.0
psychiatrist,2212,Psychiatrist,Specialist medical practitioners,100.0,no,Podiatrists,82.4,Florists,72.7,,,,,,,2212,Specialist medical practitioners,add_titles_exact,100.0
psychological-wellbeing-practitioner,2226,Psychological wellbeing practitioner,Other psychologists,90.9,no,Dental practitioners,83.3,Other psychologists,71.4,,,,,,,2226,Other psychologists,fuzzy,90.9
psychologist,2226,Psychologist,Other psychologists,100.0,no,Clinical psychologists,100.0,Managers in logistics,85.7,,,,,,,2226,Other psychologists,add_titles_exact,100.0
psychotherapist,2224,Psychotherapist,Psychotherapists and cognitive behaviour therapists,100.0,no,Physiotherapists,84.6,Speech and language therapists,75.0,,,,,,,2224,Psychotherapists and cognitive behaviour therapists,add_titles_exact,100.0
public-finance-accountant,2421,Public finance accountant,Chartered and certified accountants,85.7,no,Financial accounts managers,82.4,Financial and accounting technicians,78.9,,,,,,,1223,Publicans and managers of licensed premises,manual_review_override,100.0
public-relations-officer,2493,Public relations officer,Public relations professionals,100.0,no,Public relations and communications directors,100.0,Human resources and industrial relations officers,80.0,,,,,,,2493,Public relations professionals,add_titles_exact,100.0
publican,1223,Publican,Publicans and managers of licensed premises,100.0,no,Public services associate professionals,85.7,Public relations professionals,85.7,,,,,,,1223,Publicans and managers of licensed premises,add_titles_exact,100.0
purchasing-manager,1134,Purchasing manager,Purchasing managers and directors,100.0,no,Housing officers,76.9,Nursing auxiliaries and assistants,70.6,,,,,,,1134,Purchasing managers and directors,add_titles_exact,100.0
quality-control-officer,2481,Quality control officer,Quality control and planning engineers,100.0,no,IT managers,100.0,Pest control officers,81.8,,,,,,,2481,Quality control and planning engineers,fuzzy,100.0
quantity-surveyor,2453,Quantity surveyor,Quantity surveyors,100.0,no,IT managers,100.0,Quality assurance technicians,71.0,,,,,,,2453,Quantity surveyors,add_titles_exact,100.0
quarry-engineer,2121,Quarry engineer,Civil engineers,81.5,no,Civil engineers,78.3,Electrical engineers,76.9,,,,,,,2121,Civil engineers,manual_review_y,100.0
quarry-worker,8132,Quarry worker,Mining and quarry workers and related operatives,100.0,no,Security guards and related occupations,66.7,"Undertakers, mortuary and crematorium assistants",66.7,,,,,,,8132,Mining and quarry workers and related operatives,fuzzy,100.0
racehorse-trainer,1212,Racehorse trainer,"Managers and proprietors in forestry, fishing and related services",100.0,no,"Actors, entertainers and presenters",70.6,Other vocational and industrial trainers,69.0,,,,,,,1212,"Managers and proprietors in forestry, fishing and related services",add_titles_exact,100.0
radio-broadcast-assistant,5242,Radio broadcast assistant,Telecoms and related network installers and repairers,85.7,no,"Newspaper, periodical and broadcast editors",80.0,"Photographers, audio-visual and broadcasting equipment operators",73.3,,,,,,,6211,Sports and leisure assistants,manual_review_override,100.0
radiographer,2254,Radiographer,Medical radiographers,100.0,no,Dancers and choreographers,81.8,"Photographers, audio-visual and broadcasting equipment operators",66.7,,,,,,,2254,Medical radiographers,add_titles_exact,100.0
radiography-assistant,2233,Radiography assistant,Registered specialist nurses,84.6,no,Dancers and choreographers,66.7,Graphic and multimedia designers,62.5,,,,,,,7111,Sales and retail assistants,manual_review_override,100.0
raf-aviator,1161,RAF aviator,Officers in armed forces,63.6,no,Aircraft maintenance and related trades,63.6,Communication operators,62.5,,,,,,,,,manual_review_override,100.0
raf-officer,3512,RAF officer,Ship and hovercraft officers,90.9,no,Aircraft maintenance and related trades,100.0,Ship and hovercraft officers,100.0,,,,,,,3512,Ship and hovercraft officers,fuzzy,90.9
raf-regiment-gunner,1161,RAF regiment gunner,Officers in armed forces,57.1,no,Buyers and procurement officers,61.1,Printers,60.0,,,,,,,9224,"Launderers, dry cleaners and pressers",manual_review_override,100.0
rail-track-maintenance-worker,8153,Rail track maintenance worker,Rail construction and maintenance operatives,80.0,no,Rail travel assistants,84.2,Finance officers,83.3,,,,,,,8153,Rail construction and maintenance operatives,manual_review_y,100.0
railway-signaller,8234,Railway signaller,Rail transport operatives,80.0,no,Social workers,66.7,Social services managers and directors,66.7,,,,,,,8234,Rail transport operatives,manual_review_y,100.0
receptionist,4216,Receptionist,Receptionists,100.0,no,Telephonists,72.7,Senior care workers,66.7,,,,,,,4216,Receptionists,add_titles_exact,100.0
recruitment-consultant,3571,Recruitment consultant,Human resources and industrial relations officers,100.0,no,Buyers and procurement officers,70.6,Senior care workers,66.7,,,,,,,3571,Human resources and industrial relations officers,add_titles_exact,100.0
recycling-engagement-officer,2152,Recycling engagement officer,Environment professionals,84.2,no,IT managers,66.7,Teaching assistants,62.5,,,,,,,1162,Senior police officers,manual_review_override,100.0
recycling-operative,9225,Recycling operative,Refuse and salvage occupations,100.0,no,Ambulance staff (excluding paramedics),66.7,Teaching assistants,62.5,,,,,,,9225,Refuse and salvage occupations,add_titles_exact,100.0
reflexologist,3214,Reflexologist,Complementary health associate professionals,100.0,no,Florists,76.9,Other psychologists,70.0,,,,,,,3214,Complementary health associate professionals,add_titles_exact,100.0
refrigeration-and-air-conditioning-installer,5225,Refrigeration and air-conditioning installer,Air-conditioning and refrigeration installers and repairers,88.9,no,IT managers,100.0,Senior care workers,66.7,,,,,,,5225,Air-conditioning and refrigeration installers and repairers,api_ranked_manual_pass,88.9
registrar-of-births-deaths-marriages-and-civil-partnerships,2439,"Registrar of births, deaths, marriages and civil partnerships","Business, research and administrative professionals n.e.c.",71.0,no,Senior care workers,66.7,Farmers,66.7,,,,,,,2439,"Business, research and administrative professionals n.e.c.",manual_review_y,100.0
reiki-healer,3214,Reiki healer,Complementary health associate professionals,50.0,no,Clergy,66.7,Managers and directors in retail and wholesale,64.3,,,,,,,3214,Complementary health associate professionals,manual_review_y,100.0
religious-leader,2463,Religious leader,Clergy,77.8,no,Senior care workers,66.7,Solicitors and lawyers,62.1,,,,,,,6117,Playworkers,manual_review_override,100.0
removals-worker,9259,Removals worker,Elementary storage occupations n.e.c.,80.0,no,Retail cashiers and check-out operators,61.5,Sales and retail assistants,61.5,,,,,,,9111,Farm workers,manual_review_override,100.0
renewable-energy-engineer,2123,Renewable energy engineer,Electrical engineers,81.5,no,Civil engineers,78.3,Aerospace engineers,71.0,,,,,,,2123,Electrical engineers,manual_review_y,100.0
research-scientist,2119,Research scientist,Natural and social science professionals n.e.c.,100.0,no,Chemical scientists,80.0,"Business, research and administrative professionals n.e.c.",77.8,,,,,,,2119,Natural and social science professionals n.e.c.,fuzzy,100.0
residential-support-worker,3221,Residential support worker,Youth and community workers,89.5,no,"Residential, day and domiciliary care managers and proprietors",77.4,Houseparents and residential wardens,73.3,,,,,,,3221,Youth and community workers,api_ranked_manual_pass,89.5
resort-representative,7219,Resort representative,Customer service occupations n.e.c.,89.5,no,Pre-press technicians,75.0,Care escorts,70.6,,,,,,,7219,Customer service occupations n.e.c.,api_ranked_manual_pass,89.5
restaurant-manager,1222,Restaurant manager,Restaurant and catering establishment managers and proprietors,100.0,no,Process operatives n.e.c.,66.7,Senior care workers,66.7,,,,,,,1222,Restaurant and catering establishment managers and proprietors,add_titles_exact,100.0
retail-buyer,3551,Retail buyer,Buyers and procurement officers,100.0,no,Managers and directors in retail and wholesale,73.7,Sales and retail assistants,70.6,,,,,,,3551,Buyers and procurement officers,fuzzy,100.0
retail-manager,1150,Retail manager,Managers and directors in retail and wholesale,100.0,no,Shopkeepers and owners - retail and wholesale,100.0,Retail cashiers and check-out operators,100.0,,,,,,,1150,Managers and directors in retail and wholesale,add_titles_exact,100.0
road-transport-manager,1241,Road transport manager,Managers in transport and distribution,100.0,no,Other drivers and transport operatives n.e.c.,88.0,Air transport operatives,88.0,,,,,,,1241,Managers in transport and distribution,fuzzy,100.0
road-worker,8152,Road worker,Road construction operatives,100.0,no,Road construction operatives,100.0,"Photographers, audio-visual and broadcasting equipment operators",100.0,,,,,,,8152,Road construction operatives,add_titles_exact,100.0
roadie,8219,Roadie,Road transport drivers n.e.c.,80.0,no,Road construction operatives,80.0,Other skilled trades n.e.c.,80.0,,,,,,,,,manual_review_y,100.0
roadside-assistance-technician,3119,Roadside assistance technician,"Science, engineering and production technicians n.e.c.",100.0,no,Senior care workers,66.7,Chefs,66.7,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
robotics-engineer,2124,Robotics engineer,Electronics engineers,84.8,no,Engineering technicians,84.2,Civil engineers,83.3,,,,,,,2124,Electronics engineers,manual_review_override,100.0
rolling-stock-engineering-technician,5236,Rolling stock engineering technician,Rail and rolling stock builders and repairers,100.0,no,Building and civil engineering technicians,75.0,Civil engineers,71.4,,,,,,,5236,Rail and rolling stock builders and repairers,fuzzy,100.0
roofer,5314,Roofer,"Roofers, roof tilers and slaters",100.0,no,Brokers,72.7,Professional/Chartered company secretaries,72.7,,,,,,,5314,"Roofers, roof tilers and slaters",add_titles_exact,100.0
roustabout,8113,Roustabout,Chemical and related process operatives,66.7,no,Restaurant and catering establishment managers and proprietors,62.5,Warehouse operatives,61.5,,,,,,,,,manual_review_override,100.0
royal-marines-commando,1161,Royal Marines commando,Officers in armed forces,66.7,no,Professional/Chartered company secretaries,61.9,Police community support officers,58.8,,,,,,,3549,Business associate professionals n.e.c.,manual_review_override,100.0
royal-marines-officer,1161,Royal Marines officer,Officers in armed forces,84.2,no,Printers,72.7,Marine and waterways transport operatives,66.7,,,,,,,1162,Senior police officers,manual_review_override,100.0
royal-navy-officer,1161,Royal Navy officer,Officers in armed forces,100.0,no,Waste disposal and environmental services managers,60.0,Rail transport operatives,55.6,,,,,,,1161,Officers in armed forces,add_titles_exact,100.0
royal-navy-rating,1161,Royal Navy rating,Officers in armed forces,78.6,no,Probation officers,66.7,IT operations technicians,63.2,,,,,,,1161,Officers in armed forces,manual_review_y,100.0
rqf-assessor,3574,RQF assessor,Other vocational and industrial trainers,90.9,no,"Weighers, graders and sorters",58.3,Customer service supervisors,58.3,,,,,,,3574,Other vocational and industrial trainers,fuzzy,90.9
rspca-inspector,2423,RSPCA inspector,Taxation experts,91.7,no,Routine inspectors and testers,75.0,Inspectors of standards and regulations,75.0,,,,,,,2423,Taxation experts,fuzzy,91.7
rural-surveyor,2123,Rural surveyor,Electrical engineers,88.0,no,Quantity surveyors,78.3,Sales supervisors - retail and wholesale,64.3,,,,,,,2123,Electrical engineers,api_ranked_manual_pass,88.0
sailing-instructor,3511,Sailing instructor,Aircraft pilots and air traffic controllers,93.8,no,Fitness and wellbeing instructors,87.5,Construction operatives n.e.c.,76.2,,,,,,,3511,Aircraft pilots and air traffic controllers,fuzzy,93.8
sales-administrator,4151,Sales administrator,Sales administrators,100.0,no,Company secretaries and administrators,90.9,Database administrators and web content technicians,88.9,,,,,,,4151,Sales administrators,add_titles_exact,100.0
sales-assistant,7111,Sales assistant,Sales and retail assistants,100.0,no,Sales supervisors - retail and wholesale,100.0,Shopkeepers and owners - retail and wholesale,100.0,,,,,,,7111,Sales and retail assistants,add_titles_exact,100.0
sales-manager,3556,Sales manager,Sales accounts and business development managers,100.0,no,Sales supervisors - retail and wholesale,100.0,Shopkeepers and owners - retail and wholesale,100.0,,,,,,,3556,Sales accounts and business development managers,add_titles_exact,100.0
sales-representative,7129,Sales representative,Sales related occupations n.e.c.,100.0,no,Sales and retail assistants,77.8,Pre-press technicians,75.0,,,,,,,7129,Sales related occupations n.e.c.,fuzzy,100.0
scaffolder,8151,Scaffolder,"Scaffolders, stagers and riggers",100.0,no,Social workers,66.7,Social services managers and directors,66.7,,,,,,,8151,"Scaffolders, stagers and riggers",fuzzy,100.0
scenes-of-crime-officer,1162,Scenes of crime officer,Senior police officers,84.2,no,Kitchen and catering assistants,63.6,"Launderers, dry cleaners and pressers",63.6,,,,,,,1162,Senior police officers,manual_review_y,100.0
school-business-manager,2322,School business manager,Education managers,100.0,no,Cooks,75.0,Sales accounts and business development managers,71.4,,,,,,,2322,Education managers,fuzzy,100.0
school-lunchtime-supervisor,9232,School lunchtime supervisor,School midday and crossing patrol occupations,100.0,no,Customer service supervisors,83.3,Cooks,75.0,,,,,,,9232,School midday and crossing patrol occupations,fuzzy,100.0
school-nurse,2236,School nurse,Registered children's nurses,100.0,no,Education advisers and school inspectors,83.3,Cooks,75.0,,,,,,,2236,Registered children's nurses,add_titles_exact,100.0
school-secretary,4213,School secretary,School secretaries,100.0,no,Caretakers,75.0,Senior care workers,75.0,,,,,,,4213,School secretaries,add_titles_exact,100.0
screenwriter,2132,Screenwriter,IT managers,100.0,no,Printers,83.3,"Tyre, exhaust and windscreen fitters",75.0,,,,,,,,,no_results,0
search-engine-optimisation-seo-specialist,3554,Search engine optimisation (SEO) specialist,Advertising and marketing associate professionals,78.9,no,Florists,72.7,Artists,72.7,,,,,,,2423,Taxation experts,manual_review_override,100.0
secondary-school-teacher,2313,Secondary school teacher,Secondary education teaching professionals,100.0,no,Chefs,75.0,Butchers,72.7,,,,,,,2313,Secondary education teaching professionals,add_titles_exact,100.0
security-manager,3319,Security manager,Protective service associate professionals n.e.c.,100.0,no,Security system installers and repairers,100.0,Cyber security professionals,100.0,,,,,,,3319,Protective service associate professionals n.e.c.,add_titles_exact,100.0
security-officer,9231,Security officer,Security guards and related occupations,100.0,no,Security system installers and repairers,100.0,Cyber security professionals,100.0,,,,,,,9231,Security guards and related occupations,add_titles_exact,100.0
security-service-personnel,3319,Security Service personnel,Protective service associate professionals n.e.c.,79.1,no,Cyber security professionals,72.2,Security system installers and repairers,71.4,,,,,,,3319,Protective service associate professionals n.e.c.,manual_review_override,100.0
security-systems-installer,5245,Security systems installer,Security system installers and repairers,98.0,no,IT managers,100.0,Computer system and equipment installers and servicers,78.0,,,,,,,5245,Security system installers and repairers,fuzzy,98.0
seismologist,2114,Seismologist,Physical scientists,100.0,no,Florists,76.9,Other psychologists,73.7,,,,,,,2114,Physical scientists,add_titles_exact,100.0
senior-care-worker,6136,Senior care worker,Senior care workers,99.0,no,Care escorts,100.0,Senior care workers,100.0,,,,,,,6136,Senior care workers,title_exact,99.0
set-designer,3429,Set designer,Design occupations n.e.c.,90.9,no,"IT business analysts, architects and systems designers",87.0,Interior designers,85.7,,,,,,,3429,Design occupations n.e.c.,fuzzy,90.9
sewing-machinist,8146,Sewing machinist,Sewing machinists,100.0,no,Printing machine assistants,74.1,Metal working machine operatives,74.1,,,,,,,8146,Sewing machinists,add_titles_exact,100.0
shopfitter,2132,Shopfitter,IT managers,100.0,no,"Tyre, exhaust and windscreen fitters",75.0,"Glaziers, window fabricators and fitters",75.0,,,,,,,,,no_results,0
sign-maker,5449,Sign maker,Other skilled trades n.e.c.,100.0,no,Tailors and dressmakers,75.0,"Clothing, fashion and accessories designers",75.0,,,,,,,5449,Other skilled trades n.e.c.,fuzzy,100.0
signalling-technician,3119,Signalling technician,"Science, engineering and production technicians n.e.c.",100.0,no,Social services managers and directors,66.7,Mining and quarry workers and related operatives,62.5,,,,,,,3119,"Science, engineering and production technicians n.e.c.",fuzzy,100.0
skills-for-life-teacher,2312,Skills for life teacher,Further education teaching professionals,80.0,no,Butchers,72.7,Teaching assistants,66.7,,,,,,,2312,Further education teaching professionals,manual_review_override,100.0
smart-home-installer,5315,Smart home installer,Plumbers and heating and ventilating installers and repairers,75.7,no,Security system installers and repairers,65.0,Computer system and equipment installers and servicers,65.0,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,manual_review_y,100.0
smart-meter-installer,5315,Smart meter installer,Plumbers and heating and ventilating installers and repairers,85.7,no,Computer system and equipment installers and servicers,71.4,Telecoms and related network installers and repairers,71.4,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,manual_review_override,100.0
social-media-influencer,2434,Social media influencer,Business and related research professionals,81.1,no,Social services managers and directors,100.0,Clergy,66.7,,,,,,,2434,Business and related research professionals,manual_review_y,100.0
social-media-manager,2493,Social media manager,Public relations professionals,100.0,no,Social services managers and directors,100.0,Social and humanities scientists,78.3,,,,,,,2493,Public relations professionals,add_titles_exact,100.0
social-services-manager,1172,Social services manager,Social services managers and directors,100.0,no,Natural and social science professionals n.e.c.,100.0,Social and humanities scientists,100.0,,,,,,,1172,Social services managers and directors,fuzzy,100.0
social-work-assistant,3229,Social work assistant,Welfare and housing associate professionals n.e.c.,91.7,no,Social services managers and directors,100.0,Social and humanities scientists,77.8,,,,,,,3229,Welfare and housing associate professionals n.e.c.,manual_review_override,100.0
social-worker,2461,Social worker,Social workers,100.0,no,Natural and social science professionals n.e.c.,100.0,Social and humanities scientists,100.0,,,,,,,2461,Social workers,add_titles_exact,100.0
software-developer,2134,Software developer,Programmers and software development professionals,94.4,no,Senior care workers,75.0,Farmers,66.7,,,,,,,2134,Programmers and software development professionals,fuzzy,94.4
solar-panel-installer,5315,Solar panel installer,Plumbers and heating and ventilating installers and repairers,71.0,no,Clergy,66.7,Social workers,66.7,,,,,,,5315,Plumbers and heating and ventilating installers and repairers,manual_review_y,100.0
soldier,3311,Soldier,Non-commissioned officers and other ranks,100.0,no,"Scaffolders, stagers and riggers",71.4,"Metal plate workers, smiths, moulders and related occupations",71.4,,,,,,,3311,Non-commissioned officers and other ranks,add_titles_exact,100.0
solicitor,2412,Solicitor,Solicitors and lawyers,100.0,no,IT managers,100.0,Senior police officers,72.7,,,,,,,2412,Solicitors and lawyers,add_titles_exact,100.0
solutions-architect,2451,Solutions architect,Architects,100.0,no,IT managers,100.0,"CAD, drawing and architectural technicians",68.6,,,,,,,2451,Architects,fuzzy,100.0
sonographer,2254,Sonographer,Medical radiographers,100.0,no,Medical radiographers,84.2,"Photographers, audio-visual and broadcasting equipment operators",81.8,,,,,,,2254,Medical radiographers,add_titles_exact,100.0
special-educational-needs-sen-teacher,2316,Special educational needs (SEN) teacher,Special and additional needs education teaching professionals,100.0,no,Functional managers and directors n.e.c.,80.0,Chefs,75.0,,,,,,,2316,Special and additional needs education teaching professionals,fuzzy,100.0
special-educational-needs-sen-teaching-assistant,6113,Special educational needs (SEN) teaching assistant,Educational support assistants,100.0,no,Education managers,100.0,Functional managers and directors n.e.c.,80.0,,,,,,,6113,Educational support assistants,fuzzy,100.0
speech-and-language-therapist,2223,Speech and language therapist,Speech and language therapists,100.0,no,Physiotherapists,75.0,Artists,72.7,,,,,,,2223,Speech and language therapists,add_titles_exact,100.0
speech-and-language-therapy-assistant,2223,Speech and language therapy assistant,Speech and language therapists,94.5,no,Teaching assistants,62.5,Purchasing managers and directors,60.0,,,,,,,2223,Speech and language therapists,fuzzy,94.5
sport-and-exercise-psychologist,2226,Sport and exercise psychologist,Other psychologists,100.0,no,Managers in logistics,85.7,Clinical psychologists,78.9,,,,,,,2226,Other psychologists,fuzzy,100.0
sports-coach,3432,Sports coach,"Sports coaches, instructors and officials",100.0,no,Sports and leisure assistants,70.6,Sports players,70.6,,,,,,,3432,"Sports coaches, instructors and officials",add_titles_exact,100.0
sports-commentator,3413,Sports commentator,"Actors, entertainers and presenters",88.9,no,Sports players,66.7,Leisure and sports managers and proprietors,66.7,,,,,,,3413,"Actors, entertainers and presenters",api_ranked_manual_pass,88.9
sports-development-officer,3432,Sports development officer,"Sports coaches, instructors and officials",100.0,no,Research and development (R&D) managers,78.6,Programmers and software development professionals,78.6,,,,,,,3432,"Sports coaches, instructors and officials",add_titles_exact,100.0
sports-professional,3432,Sports professional,"Sports coaches, instructors and officials",84.8,no,Youth work professionals,88.2,IT network professionals,88.2,,,,,,,2464,Youth work professionals,manual_review_override,100.0
stage-manager,2132,Stage manager,IT managers,88.9,no,Collector salespersons and credit agents,80.0,Estate agents and auctioneers,80.0,,,,,,,2132,IT managers,api_ranked_manual_pass,88.9
stagehand,3413,Stagehand,"Actors, entertainers and presenters",62.5,no,Sales administrators,62.5,Managers in storage and warehousing,62.5,,,,,,,,,manual_review_override,100.0
steel-erector,5311,Steel erector,Steel erectors,100.0,no,Driving instructors,66.7,Customer service managers,66.7,,,,,,,5311,Steel erectors,add_titles_exact,100.0
steel-fixer,5311,Steel fixer,Steel erectors,84.2,no,Shelf fillers,69.6,"Tyre, exhaust and windscreen fitters",66.7,,,,,,,5311,Steel erectors,manual_review_y,100.0
steeplejack,5319,Steeplejack,Construction and building trades n.e.c.,66.7,no,Steel erectors,66.7,Street cleaners,63.6,,,,,,,,,manual_review_override,100.0
stock-control-assistant,4133,Stock control assistant,Stock control clerks and assistants,89.7,no,Pest control officers,80.0,Credit controllers,72.0,,,,,,,4133,Stock control clerks and assistants,api_ranked_manual_pass,89.7
stockbroker,3531,Stockbroker,Brokers,100.0,no,Stock control clerks and assistants,63.6,Groundworkers,62.5,,,,,,,3531,Brokers,add_titles_exact,100.0
stonemason,5312,Stonemason,Stonemasons and related trades,100.0,no,Customer service managers,61.5,Rail construction and maintenance operatives,60.0,,,,,,,5312,Stonemasons and related trades,fuzzy,100.0
store-detective,9231,Store detective,Security guards and related occupations,82.4,no,Customer service managers,66.7,"Actors, entertainers and presenters",66.7,,,,,,,1162,Senior police officers,manual_review_override,100.0
structural-engineer,2121,Structural engineer,Civil engineers,100.0,no,Civil engineers,83.3,Electrical engineers,82.4,,,,,,,2121,Civil engineers,add_titles_exact,100.0
studio-sound-engineer,3417,Studio sound engineer,"Photographers, audio-visual and broadcasting equipment operators",100.0,no,Civil engineers,78.3,Electronics engineers,68.8,,,,,,,3417,"Photographers, audio-visual and broadcasting equipment operators",fuzzy,100.0
substance-misuse-outreach-worker,3221,Substance misuse outreach worker,Youth and community workers,80.0,no,Chefs,66.7,Directors in consultancy services,63.2,,,,,,,3221,Youth and community workers,manual_review_y,100.0
supervisor,4142,Supervisor,Office supervisors,100.0,no,Elementary storage supervisors,100.0,"Production, factory and assembly supervisors",100.0,,,,,,,4142,Office supervisors,fuzzy,100.0
supply-chain-manager,1243,Supply chain manager,Managers in logistics,100.0,no,Purchasing managers and directors,66.7,Teaching assistants,61.5,,,,,,,1243,Managers in logistics,add_titles_exact,100.0
surgeon,2212,Surgeon,Specialist medical practitioners,100.0,no,Police officers (sergeant and below),71.4,Chartered surveyors,71.4,,,,,,,2212,Specialist medical practitioners,add_titles_exact,100.0
